marathi_question,marathi_answer,category
माझ्या मैत्रिणीने नुकतेच मद्यपान सोडले आणि ती खरोखरच निराश झाली तिने मला सांगितले की तिला मदत करण्यासाठी मी काय करू शकतो हे तिला हलवायचे आहे.,"तुम्हाला कदाचित माझे उत्तर आवडणार नाही, तुमचा प्रश्न तिला काय हवे आहे यापेक्षा तुम्हाला काय हवे आहे किंवा तिच्यासाठी काय चांगले असू शकते याबद्दल बरेच काही सांगते कधीकधी एखाद्या व्यक्तीसाठी काय चांगले असते हे करणे सर्वात कठीण असते आणि तुम्हाला व्यसनाधीन काय हवे आहे याच्या अगदी विरुद्ध असू शकते जर तुम्हाला व्यसनाधीन लोकांबद्दल अजिबात अनुभव आला असेल तर मला खात्री आहे की तुम्ही हा शब्द ऐकला असेल जेव्हा ते लोकांना खूप मदत करतात तेव्हा त्यांना मदत होते. त्यांचे आत्मसंहारक वर्तन कठीण चालू ठेवा. जे एखाद्या व्यक्तीने असे करणे चालू ठेवण्यासाठी आयोजक निवडले आहे किंवा त्यांना परत येत आहे असे सांगितले आहे की जेव्हा एखाद्या व्यक्तीला हे सांगणे आवश्यक आहे की त्या लोकांमध्ये बदल घडवून आणणे शक्य आहे आणि त्या लोकांची परिस्थिती आहे. बदल घडवून आणले जाऊ शकतात आणि त्या लोकांमध्ये बदल घडवून आणला जातो आणि त्या लोकांच्या समाजात ते घडवून आणले जातात. व्यसनाधिन व्यक्तीने प्रथम स्थानावर का वापरला हे शोधून काढण्यासाठी वैयक्तिक प्रतिबिंबित करणे आवश्यक आहे आणि तिच्याकडे शारीरिक व्यसन मोडीत नाही तर तिला काही वेळ देणे आवश्यक आहे की तिला काही वेळ दबाव घालण्याची भासू आणि तिला प्रयत्न करणे आवश्यक आहे. त्यासाठी आवश्यक आहे काही शोधून काढणे आणि हे शोधून काढणे आवश्यक आहे.जर ती राहिली असेल तर निर्णय घेणे आवश्यक आहे आणि एक मोठा समूह सक्रीय करणे आवश्यक आहे. बदलण्याचा प्रयत्न केला जाईल किंवा तिला बदलण्याचा प्रयत्न करू किंवा विशेषत: स्वार्थी कारणास्तव तिला असे वाटते की आता तिला स्वतःवर लक्ष केंद्रित करण्यासाठी वेळ हवा आहे.",Depression
माझ्या मैत्रिणीने नुकतेच मद्यपान सोडले आणि ती खरोखरच निराश झाली तिने मला सांगितले की तिला मदत करण्यासाठी मी काय करू शकतो हे तिला हलवायचे आहे.,बदलत्या देखाव्यामुळे बर्‍याचदा पुनर्प्राप्ती होण्यास मदत होते आपण तिच्या हालचालींसह हलवू शकता तिच्या उदासीनतेस मदत करू शकते की ती थेरपीसाठी देखील मदत करू शकते कारण तिला मदत करण्याचा एक मार्ग आहे आणि तिला तिच्या सर्वोत्कृष्टतेसाठी जागा आणि बरे करण्याचे मार्ग आहेत.,Depression
माझ्या मैत्रिणीने नुकतेच मद्यपान सोडले आणि ती खरोखरच निराश झाली तिने मला सांगितले की तिला मदत करण्यासाठी मी काय करू शकतो हे तिला हलवायचे आहे.,"मी तिच्याशी तिच्या नैराश्याबद्दल बोलतो की आपण तिच्याशी सर्वात चांगली गोष्ट सांगू शकता की आपण तिला एक समर्थन प्रणाली म्हणून तेथे आहात हे मला सांगू द्या की मी तिला अधिक बोलण्यास प्रोत्साहित करतो जर ती मदत करते आणि तिला एखाद्या समुदायामध्ये जोडणे आवडले आहे की तिला एक थेरपीस्ट म्हणून बोलण्यात मदत करणे आवश्यक आहे की ती तिच्या निषेधासाठी, तिच्याकडे दुर्लक्ष करते आणि ती तिच्या निधनाने बोलली गेली आहे.यासह मदत करा आपण तिच्याबरोबर सामायिक करू शकता की आपण तिला रहावे आणि तिला कसे वाटते हे आपण तिच्या सीमांचा आदर करावा लागेल आणि तिला वाटेल की तिला वाटेल की तिला वाटेल की तिला वाटेल आणि ती तिच्या आयुष्यासाठी सर्वात चांगली वाटेल की ती तिच्या निर्णयावरून पुढे जाण्याचा प्रयत्न करीत आहे की ती कदाचित तिच्याबद्दल वाईट आहे की ती तिच्याबद्दल वाईट आहे की ती अधिक वाईट आहे, ती तिच्याबद्दल वाईट वाटेल की ती अधिक वाईट आहे, ती तिच्याबद्दल वाईट वाटेल की ती अधिकच वाईट आहे, ती सध्या तिच्याबद्दल वाईट आहे की ती तिच्याबद्दल वाईट आहे, ती सध्या तिच्याबद्दल वाईट आहे की ती सध्या तिच्याबद्दल वाईट आहे की ती सध्या तिच्याबद्दल वाईट आहे की ती सध्या तिच्याबद्दल वाईट गोष्ट आहे की ती सध्या तिच्याबद्दल वाईट गोष्ट आहे की ती सध्या तिच्याबद्दल वाईट आहे, ती सध्या तिच्याबद्दलची भावना आहे असे वाटते की ती सध्या अधिक वाईट आहे.",Depression
माझ्या मैत्रिणीने नुकतेच मद्यपान सोडले आणि ती खरोखरच निराश झाली तिने मला सांगितले की तिला मदत करण्यासाठी मी काय करू शकतो हे तिला हलवायचे आहे.,"जेव्हा ते जास्त प्रमाणात मद्यपान करतात तेव्हा लोकांची मूल्ये आणि मते खूप भिन्न असतात आणि जेव्हा ते खूप मद्यपान करणे थांबवतात तेव्हा तुमच्यापैकी दोघांनी एक क्रियाकलाप म्हणून मद्यपान करणे सामायिक केले आहे का, जर होय तर तुम्ही खूप वेळा मद्यपान करणे थांबवले आहे का जेव्हा भागीदार एकमेकांना मद्यपान करणारे मित्र म्हणून भेटतात तेव्हा जेव्हा एखादा शांत होतो तेव्हा नातेसंबंध संपुष्टात येतात जेव्हा कोणत्याही नातेसंबंधाच्या अटी बदलल्या जातात तेव्हा एक शक्यता अशी आहे की आपण संभाषण सुरू करण्याचा सर्वात चांगला मार्ग आहे. आपले विचार खरोखर जाणून घ्या आणि तिला गंभीरपणे सांगा. आपण या आपल्याशी संबंधित नाही तर जीफ पिऊन हानिकारक आहे ती चुकीची आहे, ती एक चुकीची आहे ती चुकीची आहे, ती एक हानिकारक आहे, ती एक चुकीची आहे, ती एक चुकीची आहे, ती एक दोषी आहे ती एक हानिकारक आहे. हानिकारक आहे ती एक हानिकारक आहे ती एक हानिकारक आहे ती हानिकारक आहे ती एक हानिकारक आहे आपण अधिक चांगले आहात.",Depression
माझ्या मैत्रिणीने नुकतेच मद्यपान सोडले आणि ती खरोखरच निराश झाली तिने मला सांगितले की तिला मदत करण्यासाठी मी काय करू शकतो हे तिला हलवायचे आहे.,अल्कोहोलचा गैरवापर थांबविल्यानंतर औदासिन्यपूर्ण लक्षणांमुळे सामान्य आहे की तिला का हलवायचे आहे हे शोधून फायदा होऊ शकतो आणि तिला उदास न वाटले नाही तर तिला अद्याप हलवायचे आहे की नाही हे पहावे की 12 चरणांच्या बैठका देखील उपयुक्त ठरू शकतात,Depression
माझ्या मैत्रिणीने नुकतेच मद्यपान सोडले आणि ती खरोखरच निराश झाली तिने मला सांगितले की तिला मदत करण्यासाठी मी काय करू शकतो हे तिला हलवायचे आहे.,तिच्या आयुष्यात काही महत्त्वाच्या घटना घडल्या आहेत ज्यांचा तिच्यावर परिणाम झाला आहे याबद्दल तुम्ही तिच्याशी बोलून सुरुवात करावी. जर तिने नुकतेच मद्यपान करणे बंद केले असेल तर तुमच्या नात्यात काही महत्त्वाच्या घटना घडल्या आहेत ज्या तुमच्या दोघांवरही परिणाम करू शकतात. जर तिने नुकतेच मद्यपान करणे बंद केले असेल तर ती पर्यायी आणि निरोगी वर्तन शोधण्यासाठी संघर्ष करत असेल. ही अशी गोष्ट आहे जी तुम्ही दोघे एकत्र शोधू शकता. तसेच गरज पडल्यास कदाचित ती दारू सोडण्याबद्दलच्या तिच्या भावनांवर चर्चा करण्यासाठी एखाद्या थेरपिस्टशी बोलू शकते. असे वाटते की तुम्हाला खरोखर काळजी आहे आणि सध्या ती तुम्हाला दूर ढकलत असूनही तिला मिळणारा सर्व पाठिंबा ती वापरू शकते.,Depression
मी अशा आजाराचा सामना करीत आहे जो कधीही निघणार नाही आणि मला असे वाटते की माझे आयुष्य कधीही बदलणार नाही जितके चांगले वाटते आणि मी या वेदनांवर कसा मात करू शकतो आणि एकटे आनंदी राहण्यास शिकू शकणार नाही.,स्वीकृतीची शक्ती ही आपली वृत्ती आणखी एक सकारात्मक दृष्टीकोन आहे कारण आपण ज्या गोष्टींचा आनंद घेत आहोत त्या गोष्टी शोधून काढतात आणि त्या गोष्टींनी आपल्या आत्म्यास उन्नत केले आहे जे चांगले वाटते आणि सर्व गोष्टींमध्ये आनंद मिळवू शकता की आपण पुन्हा तयार करण्यासाठी या अगदी लहान व्हिडिओ ब्रेकचा आनंद घेऊ शकता,Depression
मी अशा आजाराचा सामना करीत आहे जो कधीही निघणार नाही आणि मला असे वाटते की माझे आयुष्य कधीही बदलणार नाही जितके चांगले वाटते आणि मी या वेदनांवर कसा मात करू शकतो आणि एकटे आनंदी राहण्यास शिकू शकणार नाही.,"हे शक्य आहे की तुमचा आजार जुनाट असला तरीही तो टप्प्याटप्प्याने जातो ज्यामध्ये तुम्ही अधिक आरामदायी असता आणि इतर वेळेपेक्षा तुमच्याकडून कमी लक्ष केंद्रित करावे लागते असे वाटते की आयुष्यभर आजार होण्याची कल्पना निराशाजनक आहे आणि विचारांबद्दल विचार करणे निराशाजनक असू शकते हे खरे नाही, परंतु आजारपणामुळे नकारात्मक परिस्थिती आणखी वाईट दिसते म्हणून तुम्ही तुमच्या विशिष्ट क्षेत्रांवर लक्ष केंद्रित करत नसल्यामुळे वाईट परिस्थिती निर्माण होईल याची खात्री करा. कारण तुम्ही एकटेच आनंदी राहण्याचा एकटा मार्ग आहात म्हणजे प्रेम करणे आणि त्यांचे पालनपोषण करणे आणि स्वतः: वर दयालूपणे वागणे ही मनाची चौकट इतर लोकांमध्ये असण्याचे मार्ग शोधण्यासाठी नवीन उत्तरे निर्माण करू शकतात",Depression
मी अशा आजाराचा सामना करीत आहे जो कधीही निघणार नाही आणि मला असे वाटते की माझे आयुष्य कधीही बदलणार नाही जितके चांगले वाटते आणि मी या वेदनांवर कसा मात करू शकतो आणि एकटे आनंदी राहण्यास शिकू शकणार नाही.,मला वाईट वाटते की गोष्टी लक्षात घेण्याचा प्रयत्न करीत नाही की आपण ज्या आजाराने आपल्याशी वागत आहात तो एकटाच व्यक्ती नाही ज्याने आपल्याशी व्यवहार केला आहे आणि आपण तेथे एकटेच नसता की आपण फक्त आपल्या लोकांचा एक गट आहे की आपण काय करीत आहात हे आपल्या आजारासाठी एक समर्थन गट शोधून काढण्यास सक्षम असेल की Google आणि डब्ल्यूडब्ल्यूडब्ल्यूपीओलॉजी या दोन्ही गोष्टींचा शोध घेण्यास सक्षम असेल.,Depression
मी पीटीएसडीला त्रास देत आहे आणि निराश आहे मी पूर्वीच्या नात्याचा आहे,मी संज्ञानात्मक प्रक्रिया थेरपीचे प्रशिक्षण घेतलेल्या थेरपिस्टला शोधण्याच्या सूचनेस दुसर्‍या सूचनेत असेही जोडले आहे की पीटीएसडीमध्ये आपण वर्णन केलेले सर्व सामान्य आहे आणि हे सर्व सामान्य आहे की शरीराच्या उदासीनतेमुळे बरेच लोक पीटीएसडीचा एक सामान्य परिणाम आहे ज्यामुळे कार्यशीलतेचा परिणाम होतो ज्यामुळे आपण ज्या गोष्टींचा शोध घेत होतो त्या गोष्टीचा विचार केला जाऊ शकत नाही ज्याचा उपयोग होतो ज्यामुळे आपण काळजी घेतो ज्यामुळे ती जबरदस्तीने वापरली जाऊ शकत नाही.विशेषत: पीटीएसडीवर उपचार करण्यात तज्ञ असलेल्या लोकांचा शोध घ्या की आपण हे Google शोधांद्वारे करू शकता किंवा आपण आज मानसशास्त्राकडे देखील जाऊ शकता आणि थेरपी डेन दोन्ही साइट्स थेरपिस्ट निर्देशिका आहेत जिथे आपण शोधत असलेल्या थेरपिस्टचा प्रकार तसेच विम्यासारखे इतर घटक ते स्वीकारतात आणि स्थान आपण येथे येत आहात म्हणून शोध घ्या म्हणून शोध घ्या म्हणून शोध घ्या म्हणून शोध घ्या,Depression
मी पीटीएसडीला त्रास देत आहे आणि निराश आहे मी पूर्वीच्या नात्याचा आहे,जर लक्षणे आपल्या कार्य करण्याच्या आपल्या क्षमतेवर परिणाम करीत असतील तर आपण उपचार घेण्याचा विचार करू शकता पीटीएसडी चिंता आणि नैराश्य सर्व सामान्यत: उपचारांना चांगले प्रतिसाद देतात जर एखाद्या प्रशिक्षित क्लिनिशियनद्वारे पीटीएसडीच्या सामान्य प्रकारचे उपचार प्रदान केले जाऊ शकतात ज्यामुळे आपण संज्ञानात्मक प्रक्रिया थेरपीचा समावेश करू शकता किंवा संज्ञानात्मक प्रक्रिया थेरपीबद्दलच्या छान गोष्टींचा समावेश आहे की ते फक्त 17 एस आहे आणि फक्त 17 एस.,Depression
"मी सध्या खूप त्रास देत होतो आणि सध्या मला खूप त्रास होत आहे हे मला माहित आहे की काही लोक कदाचित असे विचार करू शकत नाहीत परंतु माझ्यासाठी बरेच काही मला वाटते की मी एलेमेंटरी मिडल आणि हायस्कूलमध्ये एक लहान मुल म्हणून थेरपीमध्ये वापरतो, परंतु आठवड्यातून मी समुपदेशन केले तरी मला अलीकडे समुपदेशन होते.","या महत्त्वाच्या प्रश्नांमुळे पोहोचल्याबद्दल धन्यवाद, असे म्हणायचे आहे की उदासीनतेचे निदान हे त्या मार्करच्या संदर्भात काय आहे यावर अवलंबून भिन्न असू शकते उदाहरणार्थ, एखाद्या द्विध्रुवीय घटक असल्यास किंवा एखादी व्यक्ती ड्रग्स किंवा अल्कोहोलमधून माघार घेतल्यास असे वाटते की आपण जे काही निदान केले आहे तेव्हाच असे दिसते की आपण असेच केले आहे की आपण असेच केले आहे की हे एक चांगले आहे की ते असेच आहे की हे निदान कसे केले जाते हे एक चांगले आहे की आपण असेच केले आहे की हे निदान कसे होते हे एक चांगले आहे की ते एक चांगले आहे की आपण असेच केले आहे की ही एक प्रक्रिया आहे जी एकच आहे की ही एक प्रक्रिया आहे जी एकच आहे की ही एक प्रक्रिया आहे जी एकच आहे जी एकच आहे की आपण असेच केले आहे की ही एक प्रक्रिया आहे की ती एक थेरिस्ट आहे की ती एक थेरिस्ट आहे की ती एक थेरिस्ट आहे.सबक्लिनिकल अर्थ हा डिसऑर्डरच्या विशिष्ट पातळीवर पोहोचत नाही ज्याचा अर्थ कमी महत्त्वाचा किंवा काळजी घेण्यास योग्य नसतो बहुतेक वेळा निदान उपचारात खूप फरक पडत नाही परंतु असे काही विकार आहेत ज्यांना द्विध्रुवीय लोकांची आवश्यकता आहे की मला असे वाटते की आपण काही महत्त्वाचे आहे की आपण काही महत्त्वाचे आहात की आपण काहीच विचार करता की आपण काहीच विचार करता की आपण काहीच विचार करता की आपण काहीच विचार करता की आपण काहीच समजता की आपण काहीच विचार करता की आपण काहीच समजता की आपण काहीच समजता की आपण काहीच समजू शकता की आपण जे काही समजू शकता की आपण जे काही समजू शकता की आपण जे काही समजू शकता की आपण जे काही समजू शकता की आपण जे काही समजू शकता की आपण सर्वात चांगले आहात की आपण सर्वात चांगले आहात की आपण सर्वात महत्त्वाचे आहात की आपण सर्वात महत्त्वाचे आहात की आपण सर्वात महत्त्वाचे आहात हे आपण समजू शकता की आपण सर्वात महत्त्वाचे आहात असे म्हणावे लागेल की आपण सर्वात महत्त्वाचे आहात असे म्हणावे लागेल.इतरांना आपल्या समजूतदारपणा आणि अनुभवांना काय वाटते हे महत्त्वाचे नसले तरी आपणास अधिक चांगले वाटण्यास प्रवृत्त केले आहे हे देखील पाहू शकता की आपल्या परिस्थितीत आपण बरेच काही तयार केले नाही हे ठरविणे आपल्याला सर्वात महत्त्वाचे आहे आणि विकासाच्या वर्षांतील आघात आणि महत्त्वपूर्ण ताणतणावामुळे आपण आपल्या आयुष्यात काहीच विचार करू शकत नाही की आपण काही विचार करू शकत नाही आणि आपण काही अनुभवले नाही तर आपण काही विचार केला नाही तर आपण काही विचार केला नाही की आपण काही विचार केला नाही की आपण काही विचार केला नाही की आपण काही विचार केला नाही की आपण काही विचार करू शकता की आपण काही विचार केला नाही की आपण काही विचार केला नाही की आपण काही विचार केला नाही की आपण काही विचार केला नाही की आपण काही विचार केला नाही की आपण काही विचार केला नाही की आपण काही विचार केला नाही की आपण काही विचार केला नाही तर आपण काहीच ओळखले नाही तर आपण काही केले नाही तर आपण जे काही केले नाही तर आपण जे काही केले आहे की आपण काहीच विचार करू शकता की आपण जे काही केले नाही तर आपण जे काही केले आहे की आपण काहीच विचार करू शकता की आपण जे काही केले नाही तर आपण जे काही केले आहे की आपण काहीच विचार करू शकता की आपण जे काही केले नाही तर आपण काही केले नाही तर आपण काही केले नाही.हा प्रश्न विचारण्यासाठी आपल्याला काय हवे आहे हे सांगल्यास ते समुपदेशकांसमवेत असेल, आपण येथे असे पाहिले की आपण स्वत: ला समर्पित आहात की आपण ते त्या मार्गाने पाहता की नाही",Depression
"मी सध्या खूप त्रास देत होतो आणि सध्या मला खूप त्रास होत आहे हे मला माहित आहे की काही लोक कदाचित असे विचार करू शकत नाहीत परंतु माझ्यासाठी बरेच काही मला वाटते की मी एलेमेंटरी मिडल आणि हायस्कूलमध्ये एक लहान मुल म्हणून थेरपीमध्ये वापरतो, परंतु आठवड्यातून मी समुपदेशन केले तरी मला अलीकडे समुपदेशन होते.","तुम्हाला कसे वाटते आणि तुम्ही कोणाशी संवाद साधत आहात हे सर्वात महत्त्वाचे आहे की तुम्हाला आनंदी होण्यासाठी पुरेसा संवाद झाला आहे किंवा नाही हे तुम्हाला उदासीन म्हणून ओळखण्याचा निर्णय घेईल की नाही, तुमच्या असण्याची भावना कशात सुधारू शकते आणि तुमच्या ध्येयापर्यंत पोहोचण्याबाबत काही कल्पना असल्यास तुमच्या बालपणात थेरपीचा प्रयत्न केल्याने तुम्हाला उदास वाटू शकते आणि तुम्हाला उदासीन वाटू शकते. सर्वात वाईट समजू शकते जे आपल्याला प्रथम समजण्यासारखे आहे असे वाटते की थेरपिस्ट शोधू आपण पुन्हा स्वतःवर विश्वास ठेवू शकता. मदत करतो",Depression
मागील वर्षात माझे दोन सर्वोत्कृष्ट आणि फक्त जवळचे मित्र वेगवेगळ्या राज्यांत गेले आता माझ्याकडे नेहमीच एकटेच हँग आउट करण्याची कोणतीही गोष्ट नाही आणि मी प्रामाणिकपणे कोणाबरोबरही हँग आउट केले नाही कारण त्यांनी नवीन मित्र बनवण्यासाठी काय करावे हे त्यांनी एकटे सोडले आहे कारण ते हलले आहेत आणि मला असे वाटते की आता मला नैराश्यात पडले आहे किंवा मला काहीतरी मदत हवी आहे.,जेव्हा आपण नवीन मित्र शोधण्याचा प्रयत्न करीत आहात तेव्हा मी आपल्या प्रेमळ व्हाइब्स पाठवित आहे जेव्हा आपण नवीन मित्र शोधण्याचा प्रयत्न करीत आहात तेव्हा मला प्रौढ म्हणून मित्र कसे बनवायचे याबद्दल या चिंतेबद्दल एक व्हिडिओ सामायिक करायचा आहे,Depression
मागील वर्षात माझे दोन सर्वोत्कृष्ट आणि फक्त जवळचे मित्र वेगवेगळ्या राज्यांत गेले आता माझ्याकडे नेहमीच एकटेच हँग आउट करण्याची कोणतीही गोष्ट नाही आणि मी प्रामाणिकपणे कोणाबरोबरही हँग आउट केले नाही कारण त्यांनी नवीन मित्र बनवण्यासाठी काय करावे हे त्यांनी एकटे सोडले आहे कारण ते हलले आहेत आणि मला असे वाटते की आता मला नैराश्यात पडले आहे किंवा मला काहीतरी मदत हवी आहे.,दैनंदिन जीवनाचा नियमित भाग असलेल्या मित्रांना गमावणे निश्चितच दु: खी आहे की आपण अशा दोन मित्रांना भेटलात की आपण अशाच परिस्थिती शोधू शकाल आणि आपण ज्या गोष्टींवर विश्वास ठेवला आहे की आपण ज्या गोष्टींवर विश्वास ठेवला आहे त्या गोष्टींचा विचार करू शकतो की आपण ज्या गोष्टींचा समावेश करू शकता अशा गोष्टींवर आधारित आहे की आपण आपल्याशी संबंधित असलेल्या गोष्टींवर आधारित आहे की आपण आपल्याशी संबंधित असलेल्या गोष्टींवर आधारित आहे की नाही हे लक्षात घेण्यासारखे आहे.,Depression
मला आळशी आणि सुन्न वाटते मला गोष्टींमध्ये रस नाही,रिक्त भावना वेगवेगळ्या घटकांमुळे उद्भवू शकते कदाचित स्वत: ला विचारत आहे की आपल्या कपमध्ये काय भरते हे आपल्याला काय मदत करेल हे आपल्यासाठी काय आहे हे आपल्यासाठी काय आहे हे आपल्याला काय आहे हे पूर्ण झाल्यासारखे काय आहे किंवा आपल्याला जे काही घडवून आणले आहे की आपण जे काही बोलले आहे की आपण वाचले किंवा डिसफोरिया म्हणून ओळखले गेले आहे यावर संशोधन केले आहे,Depression
मला आळशी आणि सुन्न वाटते मला गोष्टींमध्ये रस नाही,कदाचित आत्ताच नवीन क्रियाकलापांची पुढील लाट येण्यापूर्वी आपल्यास विश्रांती घेण्याची वेळ आली आहे की कोणतीही आवड नाही याचा अर्थ असा होऊ शकतो की आपण अलीकडील परिस्थितीत इतके संतृप्त आहात आणि त्यांचा अर्थ असा आहे की आपण आपली उर्जा पुन्हा मिळविण्यासाठी नैसर्गिकरित्या माघार घेत आहात,Depression
मला हे कसे सांगायचे आहे हे मला माहित नाही की मी रिक्त आहे हे मला रिक्त वाटते,मला रिक्तपणाची कमतरता का वाटते किंवा बहुतेक लोकांनी आयुष्यात काही वेळा अनुभवलेल्या हेतूची कमतरता का आहे? भावनिक सुन्नपणा किंवा निराशेच्या शून्य भावनांच्या तीव्र भावना आणि तत्सम अनुभवांमुळे इतर मानसिक आरोग्याच्या चिंतेचे लक्षण असू शकते जसे की मी असे म्हणतो की जर मी असे म्हणतो की जर एखाद्या वैद्यकीय आणि मानसिकदृष्ट्या एखाद्या वैद्यकीय गोष्टींचा शोध घेण्याचा प्रयत्न केला असेल तर तो काही प्रमाणात वैद्यकीय दृष्टिकोनातून पाहण्याचा प्रयत्न करतो की,Depression
मला हे कसे सांगायचे आहे हे मला माहित नाही की मी रिक्त आहे हे मला रिक्त वाटते,रिक्त भावना वेगवेगळ्या घटकांमुळे उद्भवू शकते कदाचित स्वत: ला विचारत आहे की आपल्या कपमध्ये काय भरते हे आपल्याला काय मदत करते हे आपल्यासाठी काय आहे हे आपल्यासाठी काय आहे हे आपल्याला काय म्हणायचे आहे किंवा आपण ज्या गोष्टीबद्दल बोलले की आपल्याला आनंद झाला आहे की आपण ज्या गोष्टीबद्दल वाचले आहे ते वाचले किंवा डिसफोरिया म्हणून ओळखले गेले आहे,Depression
मला हे कसे सांगायचे आहे हे मला माहित नाही की मी रिक्त आहे हे मला रिक्त वाटते,"रिक्तपणाची भावना कमी होण्याच्या भावनांना उद्भवू शकते, हे रिक्तपणाचे स्त्रोत ओळखणे महत्वाचे आहे की आपण अधिक पुनरुत्पादित भावनांमध्ये टॅप करण्याचा प्रयत्न करू शकता उदाहरणार्थ आपल्याला काय आनंद होतो किंवा ज्या परिस्थितीत आपण कृतज्ञतेचा अनुभव घेतला आहे की आपण आपले लक्ष वेधून घेतलेले आहे, ज्यामुळे आपले लक्ष वेधले जाऊ शकते, ज्यामुळे आपले लक्ष वेधले जाऊ शकते, ज्यामुळे आपले लक्ष वेधले जाऊ शकते, ज्यामुळे आपले लक्ष वेधले जाऊ शकते, ज्यामुळे आपले लक्ष वेधले जाऊ शकते, ज्यामुळे आपले लक्ष वेधले जाऊ शकते, ज्यामुळे आपले लक्ष वेधले जाऊ शकते, जे आपले लक्ष वेधून घेते आणि आपले लक्ष वेधून घेते.",Depression
मला हे कसे सांगायचे आहे हे मला माहित नाही की मी रिक्त आहे हे मला रिक्त वाटते,आपण निश्चितपणे काहीतरी जाणवत आहात असे सांगून मी प्रारंभ करणार आहे अन्यथा आपण शून्यतेच्या या भावना बदलू किंवा बदलू इच्छित नाही आणि काहीच नाही हे निश्चितच एक चांगली गोष्ट आहे म्हणजे आपण कसे कार्य करता याची आपल्याला काळजी आहे आणि आपल्याला असे वाटते की एकदाची भावना निर्माण झाल्यासारखे वाटते की आपण एकंदरीत भावना व्यक्त केली आहे की जेव्हा आपण काही वेळा आनंद घेत आहात की आपण कधीतरी भावना व्यक्त केली आहे की जेव्हा आपण काही वेळा भावना व्यक्त केली आहे की आपण कधीतरी भावना व्यक्त केली आहे की आपण कधीतरी भावना व्यक्त केली आहे की आपण कधीतरी भावना व्यक्त केली आहे की आपण कधीतरी भावना व्यक्त केली आहे की आपण काही वेळा भावना व्यक्त केली आहे की आपण कधीतरी जतन केले आहे असे वाटते की आपण काही वेळा भावना व्यक्त केली आहे की आपण काही वेळा भावना व्यक्त केली आहे की आपण कधीतरी ज्याची भावना व्यक्त केली आहे असे वाटते की आपण काही वेळा जाणवले आहे की आपण काहीसे असे वाटते की आपण काहीसे भावना व्यक्त केल्या आहेत की आपण काहीसे जाणवले आहे की आपण काहीसे जाणवले आहे की आपण काहीसे जाणवले आहे की आपण कधीतरी आहात असे वाटते की आपण काही वेळा जाणवले आहे असे वाटते की आपण काही वेळा जाणवले आहे की आपण काही प्रमाणात आहात असे वाटते.किंवा उदासीनता एक स्वयं -संरक्षण यंत्रणा आपल्याला परिपूर्णतेची भावना देण्यास काय वापरली जाऊ शकते हे शोधणे मनोरंजक ठरू शकते आणि आपल्याला अशा प्रकारच्या भावनांना वाटू शकते ज्यामुळे आपल्याला एकदा आनंद मिळाला किंवा एखाद्या चित्रपटाने आपल्या भावनिक साइडबॉटम लाइनशी संबंधित काही मार्गांनी विचार केला आहे की आपण या प्रश्नावर विचार करू शकता म्हणून आपण या प्रश्नावर विचार करू शकता म्हणून आपण या प्रश्नावर विचार करू शकता म्हणून आपण या प्रश्नावर विचार करू शकता म्हणून आपण या प्रश्नावर विचार करू शकता म्हणून आपण या प्रश्नावर विचार करू शकता म्हणून आपण या प्रश्नावर विचार करू शकता म्हणून आपण या प्रश्नावर विचार करू शकता.वास्तववादी वेगाने जा,Depression
